Entity,Code,Year,Government expenditure on pre-primary education as % of GDP (%)
Ukraine,UKR,2009,0.911499977111816
Ukraine,UKR,2011,0.9101300239562992
Ukraine,UKR,2012,1.04136002063751
Ukraine,UKR,2013,1.06895995140076
United Arab Emirates,ARE,1998,0.0784799978137016
United Arab Emirates,ARE,2011,0.176420003175735
United Arab Emirates,ARE,2012,0.16696000099182098
United Kingdom,GBR,1998,0.378859996795654
United Kingdom,GBR,1999,0.374940007925034
United Kingdom,GBR,2000,0.390460014343262
United Kingdom,GBR,2001,0.41359999775886497
United Kingdom,GBR,2002,0.425300002098084
United Kingdom,GBR,2003,0.331039994955063
United Kingdom,GBR,2004,0.331730008125305
United Kingdom,GBR,2005,0.304120004177094
United Kingdom,GBR,2006,0.305180013179779
United Kingdom,GBR,2007,0.34145000576973
United Kingdom,GBR,2008,0.28040000796318104
United Kingdom,GBR,2009,0.28762000799179105
United Kingdom,GBR,2010,0.308609992265701
United Kingdom,GBR,2011,0.320389986038208
United Kingdom,GBR,2013,0.307639986276627
United States,USA,1998,0.334289997816086
United States,USA,1999,0.330040007829666
United States,USA,2000,0.36265999078750605
United States,USA,2001,0.35659998655319197
United States,USA,2002,0.367269992828369
United States,USA,2003,0.31084999442100497
United States,USA,2004,0.306540012359619
United States,USA,2005,0.296130001544952
United States,USA,2006,0.318019986152649
United States,USA,2007,0.33443999290466303
United States,USA,2008,0.320120006799698
United States,USA,2009,0.327499985694885
United States,USA,2010,0.35280999541282704
United States,USA,2011,0.33581998944282504
United States,USA,2012,0.342249989509583
Uruguay,URY,1999,0.223389998078346
Uruguay,URY,2000,0.222430005669594
Uruguay,URY,2001,0.25990998744964605
Uruguay,URY,2002,0.258430004119873
Uruguay,URY,2003,0.21707999706268302
Uruguay,URY,2004,0.21818000078201302
Uruguay,URY,2005,0.241219997406006
Uruguay,URY,2006,0.250010013580322
Uruguay,URY,2011,0.442609995603561
Vanuatu,VUT,1998,0.0088299997150898
Vanuatu,VUT,2001,0.0080000003799796
Vanuatu,VUT,2008,0.0295400004833937
Vanuatu,VUT,2014,0.0050599998794496
Venezuela,VEN,2006,0.26789000630378695
Venezuela,VEN,2007,0.260540008544922
Venezuela,VEN,2009,0.7951800227165219
Vietnam,VNM,2008,0.42820000648498496
Vietnam,VNM,2010,0.679660022258759
Vietnam,VNM,2012,0.6222400069236761
Yemen,YEM,2011,0.0493599995970726
